accno,delref,store_name,rep_code,rep_name,health_score,tier_code,tier_label,tier_emoji,freq_3m,freq_6m,freq_12m,freq_score,visits_6m,visits_per_month,days_since_purchase,cadence_score,n_cats_all,n_cats_12m,cats_12m,basket_score,sku_depth_score,sku_depth_detail,trend_slope_pct,trend_score,is_recovery
KF031,KF031,Fairplay Kwamhlange (PTY) Ltd,BV,Bhadresh Vallabh,21.4,at_risk,At-Risk,🟠,0.33,0.33,0.42,8.2,0,0.0,64,0.0,5,5,"Accessories, Enamel, Primers, QD Enamel, Waterproofing",45.5,38.0,Enamel:11.5%; Waterproofing:21.1%; QD Enamel:1.9%; Accessories:3.0%; Primers:10.0%,-36.91,0.0,True
KA110,KA110,Ace Steel And Roofing,NP,Nikhil Panchal,21.3,at_risk,At-Risk,🟠,1.34,0.84,0.83,21.0,0,0.0,16,0.0,1,1,Enamel,9.1,4.4,Enamel:1.1%,6.87,84.4,True
KP053,KP053/4,Paint Mart (Lenasia),AC,Aboo Cassim,20.1,dormant,Dead / Dormant,🔴,0.0,0.0,0.67,0.0,3,0.5,287,5.0,6,6,"Accessories, Enamel, Floor & Roof Paints, PVA Paints, Specialised Coatings, Waterproofing",54.5,20.3,Floor & Roof Paints:4.1%; Waterproofing:2.6%; PVA Paints:7.1%; Enamel:2.2%; Accessories:6.1%; Specialised Coatings:8.3%,,0.0,True
KE040,KE040,Exclusive Wholesalers,AC,Aboo Cassim,19.9,dormant,Dead / Dormant,🔴,0.0,0.17,0.92,4.2,0,0.0,99,0.0,2,2,"PVA Paints, Waterproofing",18.2,39.4,PVA Paints:6.5%; Waterproofing:13.2%,0.0,50.0,True
KE031,KE031,IL Molino (PTY) Ltd,AC,Aboo Cassim,19.8,at_risk,At-Risk,🟠,0.33,0.5,0.5,12.5,0,0.0,10,0.0,6,5,"Accessories, Enamel, PVA Paints, Primers, QD Enamel",49.1,13.2,Enamel:1.6%; Primers:7.5%; PVA Paints:0.3%; Accessories:6.1%; QD Enamel:1.0%,-39.96,0.0,True
KV010,KV010,V S General  Dealers,AP,Amit Patel,19.6,dormant,Dead / Dormant,🔴,0.0,0.0,0.25,0.0,0,0.0,231,0.0,7,4,"Accessories, Enamel, PVA Paints, Woodcare",47.3,36.0,PVA Paints:0.6%; Accessories:12.1%; Enamel:3.3%; Woodcare:20.0%,,0.0,True
KJ037,KJ037,Jad Doors (PTY) LTD,AC,Aboo Cassim,19.2,at_risk,At-Risk,🟠,0.33,0.5,0.83,12.5,5,0.83,71,41.7,6,1,Floor & Roof Paints,27.3,10.8,Floor & Roof Paints:2.7%,-100.0,0.0,True
KS003,KS003,S.M. Hardware,NP,Nikhil Panchal,19.0,dormant,Dead / Dormant,🔴,0.0,0.0,0.17,0.0,1,0.17,195,0.0,4,3,"Accessories, General, Putty",30.9,65.1,Putty:37.5%; General:8.3%; Accessories:3.0%,,0.0,True
KE037,KE037,Epic Foods (Pty) Ltd,AC,Aboo Cassim,18.8,at_risk,At-Risk,🟠,0.67,0.33,0.5,8.2,0,0.0,35,0.0,7,5,"Enamel, Floor & Roof Paints, PVA Paints, Primers, QD Enamel",52.7,6.6,Primers:5.0%; Floor & Roof Paints:1.4%; QD Enamel:1.0%; PVA Paints:0.3%; Enamel:0.5%,-40.56,0.0,True
KA045,KA045,Africa Hardware,NP,Nikhil Panchal,18.7,dormant,Dead / Dormant,🔴,0.0,0.0,0.08,0.0,0,0.0,252,0.0,7,2,"PVA Paints, Putty",36.4,52.0,PVA Paints:1.0%; Putty:25.0%,,0.0,True
KI016,KI016,Iconic Hardware,AP,Amit Patel,18.4,dormant,Dead / Dormant,🔴,0.0,0.0,0.08,0.0,0,0.0,231,0.0,6,6,"Accessories, Enamel, PVA Paints, Primers, QD Enamel, Woodcare",54.5,13.6,Enamel:1.6%; Primers:2.5%; Woodcare:8.0%; PVA Paints:0.3%; Accessories:6.1%; QD Enamel:1.9%,,0.0,True
KF022,KF022,F A P Holdings Pty Ltd ta KGN,NP,Nikhil Panchal,17.2,at_risk,At-Risk,🟠,0.33,0.33,0.33,8.2,1,0.17,81,8.3,4,4,"Accessories, Floor & Roof Paints, PVA Paints, Waterproofing",36.4,20.2,PVA Paints:2.6%; Floor & Roof Paints:4.1%; Waterproofing:10.5%; Accessories:3.0%,-23.01,0.0,True
KT057,KT057,Takolias Hardware Devland,AC,Aboo Cassim,17.2,at_risk,At-Risk,🟠,0.33,0.33,0.33,8.2,4,0.67,23,33.3,2,2,"Enamel, General",18.2,31.4,General:14.6%; Enamel:1.1%,-101.97,0.0,True
KB053,KB053,Mekka Hardware,AP,Amit Patel,16.8,dormant,Dead / Dormant,🔴,0.0,0.0,0.08,0.0,0,0.0,305,0.0,7,4,"Accessories, Enamel, Floor & Roof Paints, Woodcare",47.3,17.5,Enamel:3.8%; Woodcare:8.0%; Floor & Roof Paints:2.7%; Accessories:3.0%,,0.0,True
KP046,KP046,Pride Pak Packaging,BV,Bhadresh Vallabh,16.6,dormant,Dead / Dormant,🔴,0.0,0.17,0.42,4.2,0,0.0,109,0.0,3,2,"Accessories, General",21.8,10.2,Accessories:3.0%; General:2.1%,0.0,50.0,True
KA114,KA114,AMK Hardware,BV,Bhadresh Vallabh,16.6,dormant,Dead / Dormant,🔴,0.0,0.0,0.08,0.0,0,0.0,204,0.0,5,5,"Accessories, Enamel, Primers, QD Enamel, Waterproofing",45.5,19.8,Enamel:3.8%; Primers:5.0%; Waterproofing:5.3%; QD Enamel:7.7%; Accessories:3.0%,,0.0,True
KA108,KA108,Azhari Auto Spares,AP,Amit Patel,15.9,dormant,Dead / Dormant,🔴,0.0,0.33,0.33,8.2,0,0.0,155,0.0,1,1,Accessories,9.1,24.4,Accessories:6.1%,0.0,50.0,True
KP053,KP053/7,Paint Mart (Lenasia South),AC,Aboo Cassim,15.5,dormant,Dead / Dormant,🔴,0.0,0.0,0.17,0.0,3,0.5,287,5.0,6,4,"Accessories, Floor & Roof Paints, PVA Paints, Woodcare",43.6,11.0,Floor & Roof Paints:1.4%; Woodcare:4.0%; PVA Paints:2.6%; Accessories:3.0%,,0.0,True
KS130,KS130,Mashaole General Dealer,BV,Bhadresh Vallabh,15.4,dormant,Dead / Dormant,🔴,0.0,0.0,0.08,0.0,0,0.0,326,0.0,4,4,"Accessories, Enamel, General, QD Enamel",36.4,30.2,Enamel:12.0%; General:8.3%; Accessories:6.1%; QD Enamel:3.8%,,0.0,True
KZ008,KZ008/1,Zonelite Enterprises Pty Ltd,NP,Nikhil Panchal,15.3,dormant,Dead / Dormant,🔴,0.0,0.0,0.08,0.0,1,0.17,269,0.0,4,4,"Enamel, Primers, Waterproofing, Woodcare",36.4,29.0,Enamel:5.5%; Primers:5.0%; Waterproofing:10.5%; Woodcare:8.0%,,0.0,True
KA117,KA117,African Hardware,AP,Amit Patel,15.1,at_risk,At-Risk,🟠,0.33,0.17,0.08,4.2,0,0.0,43,0.0,2,2,"PVA Paints, QD Enamel",18.2,7.6,PVA Paints:1.9%; QD Enamel:1.9%,0.0,50.0,True
KM027,KM027/21,Power Build,AC,Aboo Cassim,15.0,dormant,Dead / Dormant,🔴,0.0,0.0,0.08,0.0,29,4.83,296,80.0,1,1,Enamel,9.1,2.0,Enamel:0.5%,,0.0,True
KB084,KB084,Builders at Bloem Pty Ltd,AP,Amit Patel,14.9,dormant,Dead / Dormant,🔴,0.0,0.0,0.08,0.0,0,0.0,217,0.0,10,2,"Floor & Roof Paints, QD Enamel",47.3,4.8,Floor & Roof Paints:1.4%; QD Enamel:1.0%,,0.0,True
KS016,KS016,Super Stores Hardware & Elec,AC,Aboo Cassim,14.8,at_risk,At-Risk,🟠,0.67,0.5,0.42,12.5,0,0.0,15,0.0,4,2,"Enamel, QD Enamel",25.5,11.8,Enamel:4.9%; QD Enamel:1.0%,-6.97,15.1,True
KL037,KL037,Lavender Moon Trading ta,NP,Nikhil Panchal,13.1,dormant,Dead / Dormant,🔴,0.0,0.17,0.17,4.2,0,0.0,169,0.0,1,1,Accessories,9.1,12.0,Accessories:3.0%,0.0,50.0,True
KD015,KD015,Discount Hardware Kanyamazane,BV,Bhadresh Vallabh,13.1,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,5,0.83,436,21.7,9,0,,32.7,0.0,,,0.0,True
KP061,KP061/3,Paint Mart Moe (Lenasia South),AC,Aboo Cassim,12.7,dormant,Dead / Dormant,🔴,0.0,0.0,0.42,0.0,6,1.0,195,30.0,1,1,PVA Paints,9.1,36.4,PVA Paints:9.1%,,0.0,True
KB082,KB082,Bobras Hardware,AP,Amit Patel,12.4,dormant,Dead / Dormant,🔴,0.0,0.17,0.08,4.2,2,0.33,146,0.0,1,1,QD Enamel,9.1,7.6,QD Enamel:1.9%,0.0,50.0,True
KF034,KF034,Faeez Cassim,AC,Aboo Cassim,12.0,dormant,Dead / Dormant,🔴,0.0,0.33,0.25,8.2,0,0.0,98,0.0,3,3,"Accessories, Primers, QD Enamel",27.3,12.0,Accessories:3.0%; Primers:5.0%; QD Enamel:1.0%,-23.26,0.0,True
KB093,KB093,Baskid Nondabuya General Trd,NP,Nikhil Panchal,11.7,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,3,0.5,386,5.0,10,0,,36.4,0.0,,,0.0,True
KH050,KH050,Hope and Harmony Projects,BV,Bhadresh Vallabh,11.6,dormant,Dead / Dormant,🔴,0.33,0.17,0.08,4.2,0,0.0,91,0.0,1,1,PVA Paints,9.1,2.4,PVA Paints:0.6%,0.0,50.0,True
KM148,KM148,Aaliya Hardware,NP,Nikhil Panchal,10.9,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,373,0.0,10,0,,36.4,0.0,,,0.0,True
KJ022,KJ022,Jane Furse Building Supply,AP,Amit Patel,10.9,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,2,0.33,512,0.0,10,0,,36.4,0.0,,,0.0,True
KD014,KD014,Discount HW Homebuild,BV,Bhadresh Vallabh,10.9,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,536,0.0,10,0,,36.4,0.0,,,0.0,True
KH028,KH028,OMELA DHABI & SON CC,BV,Bhadresh Vallabh,10.9,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,1,0.17,515,0.0,10,0,,36.4,0.0,,,0.0,True
KP063,KP063,Projo Projects,BM,Byron Minnie,10.6,narrow,Active but Narrow,🟡,1.67,1.67,0.83,41.8,0,0.0,17,0.0,0,0,,0.0,0.0,,-9.74,1.3,False
KM101,KM101,Mevish Cash & Carry,AP,Amit Patel,10.6,dormant,Dead / Dormant,🔴,0.0,0.0,0.08,0.0,2,0.33,225,0.0,7,1,PVA Paints,30.9,9.2,PVA Paints:2.3%,,0.0,True
KN033,KN033,Nimmi Investment,BV,Bhadresh Vallabh,10.6,dormant,Dead / Dormant,🔴,0.0,0.0,0.25,0.0,0,0.0,219,0.0,4,3,"Accessories, Enamel, Floor & Roof Paints",30.9,8.8,Enamel:2.2%; Floor & Roof Paints:1.4%; Accessories:3.0%,,0.0,True
KP054,KP054,Premium Build Hardware,AC,Aboo Cassim,9.8,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,394,0.0,9,0,,32.7,0.0,,,0.0,True
KA056,KA056,A N Hardware,AP,Amit Patel,9.8,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,512,0.0,9,0,,32.7,0.0,,,0.0,True
KD017,KD017,Discount Hardware,AP,Amit Patel,9.6,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,4,0.67,525,13.3,7,0,,25.5,0.0,,,0.0,True
KM011,KM011,Quick Save Hardware,NP,Nikhil Panchal,9.6,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,4,0.67,534,13.3,7,0,,25.5,0.0,,,0.0,True
KC055,KC055,CKW life Style (PTY) LTD,BM,Byron Minnie,9.5,dormant,Dead / Dormant,🔴,0.0,0.0,0.08,0.0,0,0.0,303,0.0,2,2,"Accessories, Floor & Roof Paints",18.2,27.0,Floor & Roof Paints:1.4%; Accessories:12.1%,,0.0,False
KH032,KH032,Hardware Hub,NP,Nikhil Panchal,9.5,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,3,0.5,528,5.0,8,0,,29.1,0.0,,,0.0,True
KZ010,KZ010,Z & K Building Consultants,AC,Aboo Cassim,8.7,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,520,0.0,8,0,,29.1,0.0,,,0.0,True
KO013,KO013,Olive Urban,BM,Byron Minnie,8.6,at_risk,At-Risk,🟠,0.33,0.17,0.08,4.2,0,0.0,51,0.0,0,0,,0.0,0.0,,0.0,50.0,True
KA040,KA040,A & S Enterprises (Pty) Ltd,NP,Nikhil Panchal,8.4,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,3,0.5,631,5.0,7,0,,25.5,0.0,,,0.0,True
KM116,KM116,Maserumo Xpress,AP,Amit Patel,7.6,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,522,0.0,7,0,,25.5,0.0,,,0.0,True
KB073,KB073,Best Build Hardware,AC,Aboo Cassim,7.6,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,1,0.17,597,0.0,7,0,,25.5,0.0,,,0.0,True
KA022,KA022,NSR Hardware C.C.,BV,Bhadresh Vallabh,7.6,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,1,0.17,695,0.0,7,0,,25.5,0.0,,,0.0,True
KM056,KM056,Madina PropertY Trust,NP,Nikhil Panchal,7.6,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,669,0.0,7,0,,25.5,0.0,,,0.0,True
KN004,KN004,Neha HW & Bldg. Mat.,NP,Nikhil Panchal,7.6,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,2,0.33,393,0.0,7,0,,25.5,0.0,,,0.0,True
KM143,KM143,Wellmark Investments,NP,Nikhil Panchal,7.6,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,466,0.0,7,0,,25.5,0.0,,,0.0,True
KV018,KV018,Vantis Gift Centre CC,AC,Aboo Cassim,7.5,dormant,Dead / Dormant,🔴,0.0,0.0,0.08,0.0,0,0.0,189,0.0,2,1,Accessories,12.7,24.4,Accessories:6.1%,,0.0,True
KF016,KF016,Friends,NP,Nikhil Panchal,6.5,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,513,0.0,6,0,,21.8,0.0,,,0.0,True
KB036,KB036,BRM Investments,AP,Amit Patel,6.5,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,639,0.0,6,0,,21.8,0.0,,,0.0,True
KD054,KD054,Discount Builders,BV,Bhadresh Vallabh,6.5,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,618,0.0,6,0,,21.8,0.0,,,0.0,True
KF011,KF011,Family Hardware,AP,Amit Patel,6.5,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,2,0.33,515,0.0,6,0,,21.8,0.0,,,0.0,True
KS128,KS128,Steel City Hardware,NP,Nikhil Panchal,6.4,dormant,Dead / Dormant,🔴,0.0,0.0,0.08,0.0,0,0.0,344,0.0,4,1,PVA Paints,20.0,2.4,PVA Paints:0.6%,,0.0,True
KH013,KH013/1,Henque 3481 Builders Mecca,BV,Bhadresh Vallabh,6.3,dormant,Dead / Dormant,🔴,0.0,0.0,0.08,0.0,5,0.83,212,21.7,1,1,PVA Paints,9.1,2.4,PVA Paints:0.6%,,0.0,True
KW014,KW014,Walwati Properties (PTY) LTD,AC,Aboo Cassim,6.1,dormant,Dead / Dormant,🔴,0.0,0.0,0.17,0.0,2,0.33,344,0.0,2,2,"Enamel, QD Enamel",18.2,4.2,QD Enamel:1.0%; Enamel:1.1%,,0.0,True
KV016,KV016,Vendeco Trading,BV,Bhadresh Vallabh,5.5,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,2,0.33,743,0.0,5,0,,18.2,0.0,,,0.0,True
KY004,KY004,Builders Mart,NP,Nikhil Panchal,5.5,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,393,0.0,5,0,,18.2,0.0,,,0.0,True
KV019,KV019,Vaal Electrical Hardware,AC,Aboo Cassim,5.5,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,682,0.0,5,0,,18.2,0.0,,,0.0,True
KD058,KD058,Discount Build Hardware,BV,Bhadresh Vallabh,5.5,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,470,0.0,5,0,,18.2,0.0,,,0.0,True
KQ005,KQ005,Qwa Qwa HW - TA Mica HWare,NP,Nikhil Panchal,5.5,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,402,0.0,5,0,,18.2,0.0,,,0.0,True
KA072,KA072,Amods Electrical & Plumbing,AP,Amit Patel,4.3,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,721,0.0,4,0,,14.5,0.0,,,0.0,True
KD061,KD061,DIY Tool Time,AC,Aboo Cassim,4.3,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,367,0.0,4,0,,14.5,0.0,,,0.0,True
KP057,KP057,Priyanka Supermarket,BV,Bhadresh Vallabh,4.3,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,556,0.0,4,0,,14.5,0.0,,,0.0,True
KQ012,KQ012,Sembro Hardware T A Concrete &,NP,Nikhil Panchal,4.3,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,710,0.0,4,0,,14.5,0.0,,,0.0,True
KA078,KA078,Asif Cash & Carry & Hardware,NP,Nikhil Panchal,3.3,dormant,Dead / Dormant,🔴,0.0,0.0,0.08,0.0,2,0.33,255,0.0,1,1,PVA Paints,9.1,4.0,PVA Paints:1.0%,,0.0,True
KS111,KS111,Speedy Hardware,NP,Nikhil Panchal,3.3,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,658,0.0,3,0,,10.9,0.0,,,0.0,True
KB047,KB047,Sunshine 786 Trading,NP,Nikhil Panchal,2.2,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,465,0.0,2,0,,7.3,0.0,,,0.0,True
KB044,KB044,Border Plumbing & Hardware,BV,Bhadresh Vallabh,2.2,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,542,0.0,2,0,,7.3,0.0,,,0.0,True
KA107,KA107,Applemint Properties 91 Pty Lt,BV,Bhadresh Vallabh,2.2,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,530,0.0,2,0,,7.3,0.0,,,0.0,True
KM008,KM008,Maxi Save Hardware Corporation,NP,Nikhil Panchal,2.2,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,1,0.17,388,0.0,2,0,,7.3,0.0,,,0.0,True
KS046,KS046,Scenic Route Trading 580 cc,BV,Bhadresh Vallabh,2.2,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,616,0.0,2,0,,7.3,0.0,,,0.0,True
KH017,KH017,Capstan Trading 896 CC,NP,Nikhil Panchal,1.1,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,744,0.0,1,0,,3.6,0.0,,,0.0,True
KM068,KM068,Warden Mica,NP,Nikhil Panchal,1.1,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,512,0.0,1,0,,3.6,0.0,,,0.0,True
KE016,KE016,Eeezee Foam (Pty) Ltd,AC,Aboo Cassim,1.1,dormant,Dead / Dormant,🔴,0.0,0.0,0.0,0.0,0,0.0,802,0.0,1,0,,3.6,0.0,,,0.0,True
KL048,KL048,Living Inspired Interiors,BM,Byron Minnie,1.1,dormant,Dead / Dormant,🔴,0.0,0.0,0.17,0.0,0,0.0,275,0.0,1,0,,3.6,0.0,,,0.0,True
